gene,C,Chondrocytes,EC-Arteriar,EC-Arteriolar,EC-Sinusoidal,Fibroblasts,MSPC-Adipo,MSPC-Osteo,Myofibroblasts,Osteo,Osteoblasts,Pericytes,Schwann-cells,Smooth-muscle
Car4,0,0,0.777,0.005,0.008,0,0.001,0,0,0,0.001,0.016,0,0
Car5a,0,0.008,0,0.007,0.005,0.017,0.007,0.007,0,0.03,0.002,0.005,0.009,0
Car5b,0,0.06,0.062,0.046,0.004,0.174,0.013,0.005,0.083,0.051,0,0.015,0.036,0
Car6,0,0.002,0,0.001,0,0.002,0,0,0,0,0,0,0,0
Car7,0,0.002,0.118,0.947,0.006,0.005,0.003,0.001,0.032,0.003,0.002,0.011,0,0.147
Car8,0.027,0.513,0.441,0.026,0.006,0.081,0.018,0.378,0.011,0.173,0.012,0.027,0,0
Car9,0.011,0.014,0,0.001,0.002,0.001,0,0,0,0.002,0,0,0,0
Card10,0.149,0.007,0.564,0.498,0.406,0.028,0.066,0.026,0.034,0.01,0.004,0.024,0,0
Card14,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0
Card19,0.2,1.615,2.042,1.735,0.425,3.117,0.517,0.31,0.65,1.882,0.317,0.882,1.824,1.329
Card6,0.075,0.006,0.085,0.038,0.054,0.005,0.07,0.082,0.009,0.017,0.04,0.022,0.022,0.189
Card9,0,0,0,0,0,0,0,0.001,0,0,0.001,0,0,0
Carf,0.057,0.068,0.093,0.082,0.055,0.058,0.103,0.119,0.071,0.096,0.042,0.041,0.101,0.132
Carhsp1,0.743,0.463,0.926,1.625,0.846,1.243,0.296,0.304,1.598,0.487,0.448,1.057,3.521,1.695
Carkd,0.238,0.487,0.446,0.409,0.36,0.626,0.77,0.55,0.667,0.584,0.413,0.56,0.914,0.485
Carm1,0.134,0.192,0.138,0.119,0.132,0.131,0.17,0.166,0.161,0.148,0.092,0.141,0.067,0.311
Carnmt1,0.346,0.692,0.328,0.343,0.347,0.595,0.376,0.463,0.5,0.583,0.307,0.357,0.149,0
Carns1,0,0.019,0.006,0.014,0.021,0.021,0.018,0.03,0.073,0.026,0.016,0.007,0.64,0
Cars,0.116,0.285,0.24,0.317,0.194,0.238,0.178,0.166,0.772,0.198,0.181,0.189,0.327,0
Cars2,0.169,0.098,0.138,0.132,0.096,0.116,0.249,0.143,0.093,0.096,0.036,0.146,0.157,0.563
Casc1,0.014,0.008,0,0.018,0.005,0.002,0.006,0.006,0,0.003,0.01,0,0,0
Casc3,0.168,0.148,0.268,0.236,0.193,0.182,0.189,0.166,0.219,0.139,0.078,0.181,0.254,0.244
Casc4,0.17,0.745,0,0.021,0.056,0.285,0.41,0.276,0.142,0.554,0.234,0.343,0.307,0.136
Casc5,1.02,0.022,0.007,0.019,0.007,0.006,0.009,0.017,0.009,0.007,0.008,0,0.017,0
Casd1,0.055,0.173,0.226,0.235,0.292,0.154,0.303,0.263,0.074,0.206,0.087,0.295,0.071,0.662
Cask,0,0.46,0.179,0.112,0.089,0.42,0.199,0.085,0.19,0.405,0.013,0.312,0.276,0.403
Caskin1,0,0.007,0,0.004,0.008,0.001,0.003,0.003,0,0.009,0.004,0,0,0
Caskin2,0.127,0.072,0.803,0.862,0.576,0.075,0.106,0.096,0.022,0.148,0.067,0.497,0.205,0
Casp1,0.068,0.002,0.156,0.235,0.214,0.014,0.281,0.189,0.008,0.016,0.028,0.01,0,0
Casp12,0.137,0.072,0.346,0.204,0.283,0.132,0.386,0.333,0.294,0.168,0.035,0.19,0,0.132
Casp2,0.239,0.09,0.221,0.215,0.196,0.089,0.104,0.14,0.014,0.084,0.083,0.138,0.119,0
Casp3,0.057,0.015,0.031,0.053,0.06,0.012,0.038,0.037,0.029,0.032,0.067,0.002,0,0
Casp4,0.339,0.137,0.94,0.315,0.648,0.057,0.537,0.259,0.382,0.043,0.054,0.137,0.011,0
Casp6,0.273,0.093,0.437,0.37,0.277,0.12,0.363,0.39,0.144,0.245,0.173,0.357,0.106,0.297
Casp7,0.351,0.023,0.426,0.265,0.246,0.022,0.055,0.076,0.077,0.03,0.028,0.137,0,0
Casp8,0.949,0.141,0.663,0.919,1.628,0.152,0.228,0.174,0.08,0.146,0.09,0.147,0,0
Casp8ap2,0.385,0.16,0.226,0.273,0.219,0.149,0.245,0.215,0.17,0.142,0.127,0.162,0.095,0
Casp9,0.136,0.039,0.114,0.088,0.076,0.043,0.119,0.119,0.018,0.044,0.019,0.077,0.06,0.168
Casq1,0,0.002,0,0.044,0.007,0.001,0,0.002,0.014,0.003,0.003,0,0.159,0
Casq2,0,0.001,0,0.002,0,0.001,0.002,0,0.009,0.003,0,1.17,0,5.933
Casr,0,0.191,0,0.001,0,0.035,0.002,0.001,0.028,0.031,0,0.004,0,0
Cass4,0,0.001,0,0,0.002,0,0,0,0,0,0,0.012,0,0
Cast,0.4,0.185,0.415,0.387,0.249,0.451,0.419,0.392,0.494,0.356,0.216,0.293,0.009,0.406
Casz1,0.025,0.01,0.542,0.088,0.068,0.01,0.005,0.009,0,0.005,0.001,0.02,0,0.292
Cat,0.428,0.198,0.493,0.372,0.33,0.328,0.554,0.351,0.308,0.332,0.078,0.384,0.603,0.77
Catip,0,0.012,0,0.002,0.004,0.002,0.012,0.007,0,0.015,0.004,0.073,0,0
Catsper2,0.03,0.011,0,0.009,0.008,0.01,0.015,0.011,0.017,0.009,0.006,0.05,0.101,0
Catsper3,0,0,0,0,0,0.002,0.001,0,0,0,0,0,0.03,0
Catsper4,0,0,0,0,0.003,0.002,0,0,0,0.001,0,0,0,0
Catsperd,0,0.003,0,0,0,0,0.001,0.001,0,0,0.002,0,0,0
Catsperg1,0,0.003,0,0.004,0.003,0.003,0.011,0.01,0.018,0.013,0.005,0.033,0,0
Cav1,0.137,0.701,23.574,5.382,0.095,1.652,0.049,0.043,2.04,1.45,0.016,5.548,0.03,5.865
Cav2,0.309,0.449,6.505,2.851,0.451,0.624,0.08,0.101,0.429,0.508,0.012,2.066,0.064,3.302
Cav3,0,0.054,0,0,0,0.042,0.012,0.01,0.019,0.016,0.021,0.061,0,0
Cbarp,0.021,0.022,0.013,0.01,0.018,0.022,0.032,0.039,0.11,0.045,0.017,0.056,0,0.143
Cbfa2t2,0.124,0.164,0.055,0.125,0.12,0.169,0.206,0.15,0.257,0.151,0.095,0.191,0.413,0.11
Cbfa2t3,0.251,0.022,0.978,1.006,0.628,0.061,0.316,0.083,0.034,0.056,0.14,0.642,0,0.168
Cbfb,1.576,1.156,0.612,0.748,0.502,0.678,0.467,0.98,0.761,1.446,1.138,0.453,0.488,0.468
Cbl,0.496,0.203,0.465,0.504,0.468,0.219,0.383,0.287,0.079,0.206,0.103,0.6,0.086,0
Cblb,0.263,0.046,0.098,0.187,0.616,0.102,0.378,0.209,0.09,0.061,0.107,0.194,0.087,0.189
Cblc,0,0.003,0,0.001,0,0,0,0,0,0,0,0,0,0
Cbll1,0.153,0.055,0.139,0.14,0.103,0.094,0.151,0.128,0.121,0.054,0.056,0.086,0.277,0
Cbln1,0,0.003,0.01,0.002,0.015,0.01,1.3,0.034,0.032,0.017,0,0.022,0.034,0
Cbln2,0,0.007,0,0,0,0.001,0.051,0.004,0,0.01,0.001,0,0,0
Cbln3,0,0.002,0,0.002,0.001,0,0.004,0,0,0,0,0,0,0
Cbr1,0.142,0.297,0.367,0.357,0.373,0.37,0.461,0.408,0.44,0.409,0.267,0.527,0.446,0.311
Cbr2,0.007,0.12,0.02,0.011,0.002,0.006,0.002,0.004,0,0.056,0.014,0,0,0
Cbr3,0.13,0.052,0.081,0.12,0.114,0.247,0.551,0.3,0.13,0.185,0.073,0.174,0,0.509
Cbr4,0.04,0.073,0.085,0.072,0.084,0.066,0.122,0.096,0.033,0.065,0.067,0.132,0.177,0.132
Cbs,0,0.001,0,0.001,0.001,0.002,0.002,0,0.155,0.001,0,0,0.612,0
Cbwd1,0.047,0.091,0.101,0.074,0.073,0.092,0.143,0.128,0.155,0.095,0.076,0.079,0.083,0.147
Cbx1,2.64,1.429,1.512,2.054,1.677,1.069,1.443,1.684,1.126,1.282,1.03,1.664,0.896,1.696
Cbx2,0.03,0.003,0.03,0.038,0.014,0.01,0.017,0.025,0.025,0.016,0.009,0.016,0,0
Cbx3,3.906,2.798,1.778,2.15,1.792,2.185,2.138,2.192,1.269,2.287,1.757,2.677,1.3,2.166
Cbx4,0.407,0.399,0.32,0.371,0.569,0.24,0.559,0.322,0.374,0.245,0.181,0.721,1.473,0.818
Cbx5,2.187,0.755,0.432,0.36,0.387,0.726,0.473,0.446,0.605,0.535,0.226,0.52,0.497,0.564
Cbx6,0.505,0.398,0.667,0.412,0.401,0.484,0.539,0.371,0.211,0.526,0.125,1.549,0.462,1.064
Cbx7,0.096,0.058,0.266,0.113,0.195,0.155,0.211,0.059,0.177,0.09,0.01,0.31,0.165,0.132
Cbx8,0.128,0.092,0.042,0.097,0.054,0.078,0.101,0.068,0.019,0.09,0.044,0.015,0.094,0
Cby1,0.476,0.282,0.276,0.286,0.204,0.38,0.296,0.277,0.122,0.316,0.149,0.391,0.272,0.399
Cc2d1a,0.071,0.07,0.063,0.08,0.066,0.091,0.122,0.102,0.054,0.092,0.057,0.222,0.081,0
Cc2d1b,0.08,0.114,0.135,0.141,0.1,0.125,0.089,0.097,0.07,0.126,0.057,0.061,0.307,0.147
Cc2d2a,0.232,0.068,0.046,0.055,0.044,0.159,0.115,0.082,0.072,0.099,0.02,0.141,0.032,0.219
Ccar1,1.007,0.418,0.517,0.563,0.582,0.41,0.537,0.595,0.43,0.535,0.369,0.388,0.183,0.379
Ccar2,0.185,0.054,0.133,0.159,0.147,0.071,0.111,0.113,0.098,0.069,0.053,0.209,0.191,0
Ccbe1,0.14,0.003,0,0.001,0.004,0.016,0.494,0.201,0.013,0.013,0,0.022,0,0
Ccbl1,0.029,0.032,0.021,0.058,0.119,0.038,0.031,0.038,0.048,0.021,0.016,0.074,0.021,0
Ccbl2,0.066,0.017,0.053,0.007,0.039,0.019,0.045,0.034,0.105,0.024,0.014,0.147,0.084,0
Ccdc102a,0.014,0.051,0.298,0.313,0.154,0.216,0.36,0.048,0.077,0.149,0.003,0.273,0,0
Ccdc103,0,0.015,0,0,0,0.006,0.002,0.001,0.013,0.011,0.004,0,0,0
Ccdc106,0,0.026,0,0.009,0.006,0.003,0.002,0.003,0.017,0.026,0.002,0.015,0,0
Ccdc107,0.509,0.525,0.327,0.38,0.41,0.609,0.573,0.664,0.556,0.581,0.329,0.894,0.112,2.122
Ccdc109b,0.07,0.182,0.258,0.107,0.021,1.091,0.034,0.048,0.071,0.369,0.114,0.091,0.024,0
Ccdc112,0.049,0.15,0.124,0.051,0.019,0.082,0.048,0.091,0.139,0.107,0.009,0.137,0.095,0
Ccdc113,0,0.016,0,0,0.001,0.004,0.141,0.019,0,0.002,0,0,0,0
Ccdc114,0.006,0.005,0.016,0.003,0.002,0.008,0.008,0.01,0.053,0.009,0.002,0.012,0,0
Ccdc115,0.286,0.512,0.44,0.384,0.229,0.338,0.273,0.35,0.265,0.35,0.18,0.461,0.117,0.607
Ccdc116,0,0.002,0,0.003,0.001,0.001,0.002,0.007,0,0,0.017,0,0,0
Ccdc117,0.119,0.188,0.352,0.371,0.442,0.262,0.211,0.175,0.665,0.19,0.144,0.183,0.295,0.264
Ccdc12,3.047,1.621,1.775,3.265,1.929,1.544,2.583,4.652,0.835,2.715,1.839,1.751,1.672,1.042
Ccdc120,0,0.02,0.023,0.006,0.006,0.015,0.008,0.002,0,0.012,0,0,0,0
Ccdc121,0,0.025,0,0,0,0.001,0,0.001,0,0,0,0.002,0,0
Ccdc122,0.208,0.108,0,0.046,0.185,0.024,0.24,0.181,0.013,0.079,0.071,0.117,0,0
Ccdc124,1.112,0.909,1.178,1.123,0.769,1.254,0.927,1.057,0.759,1.224,0.566,1.261,1.168,1.424
Ccdc125,0.055,0.025,0.047,0.062,0.094,0.006,0.005,0.008,0,0.021,0.013,0.033,0,0
Ccdc126,0.07,0.14,0.228,0.163,0.136,0.125,0.112,0.112,0.033,0.132,0.02,0.178,0.032,0
Ccdc127,0.446,0.516,0.314,0.348,0.304,0.498,0.497,0.518,0.331,0.551,0.396,0.481,0.252,0.143
Ccdc13,0,0.003,0,0.005,0.001,0.003,0.002,0.003,0.014,0,0.001,0,1.067,0
Ccdc130,0.048,0.071,0.093,0.1,0.068,0.087,0.126,0.11,0.109,0.094,0.044,0.148,0.232,0
Ccdc134,0.097,0.095,0.105,0.06,0.04,0.075,0.116,0.114,0.213,0.089,0.05,0.041,0.083,0
Ccdc136,0,0.043,0.069,0.002,0.001,0.023,0.001,0.004,0.148,0.09,0,0.015,0.064,0
Ccdc137,0.119,0.073,0.135,0.135,0.134,0.079,0.148,0.167,0.113,0.075,0.056,0.197,0.122,0
